1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. HORIZONTAL DATUM,15. PARENT CO NAME,16. PARENT CO DB NUM,17. STANDARD PARENT CO NAME,18. FOREIGN PARENT CO NAME,19. FOREIGN PARENT CO DB NUM,20. STANDARD FOREIGN PARENT CO NAME,21. FEDERAL FACILITY,22. INDUSTRY SECTOR CODE,23. INDUSTRY SECTOR,24. PRIMARY SIC,25. SIC 2,26. SIC 3,27. SIC 4,28. SIC 5,29. SIC 6,30. PRIMARY NAICS,31. NAICS 2,32. NAICS 3,33. NAICS 4,34. NAICS 5,35. NAICS 6,36. DOC_CTRL_NUM,37. CHEMICAL,38. ELEMENTAL METAL INCLUDED,39. TRI CHEMICAL/COMPOUND ID,40. CAS#,41. SRS ID,42. CLEAN AIR ACT CHEMICAL,43. CLASSIFICATION,44. METAL,45. METAL CATEGORY,46. CARCINOGEN,47. PBT,48. PFAS,49. FORM TYPE,50. UNIT OF MEASURE,51. 5.1 - FUGITIVE AIR,52. 5.2 - STACK AIR,53. 5.3 - WATER,54. 5.4 - UNDERGROUND,55. 5.4.1 - UNDERGROUND CL I,56. 5.4.2 - UNDERGROUND C II-V,57. 5.5.1 - LANDFILLS,58. 5.5.1A - RCRA C LANDFILL,59. 5.5.1B - OTHER LANDFILLS,60. 5.5.2 - LAND TREATMENT,61. 5.5.3 - SURFACE IMPNDMNT,62. 5.5.3A - RCRA SURFACE IM,63. 5.5.3B - OTHER SURFACE I,64. 5.5.4 - OTHER DISPOSAL,65. ON-SITE RELEASE TOTAL,66. 6.1 - POTW - TRNS RLSE,67. 6.1 - POTW - TRNS TRT,68. POTW - TOTAL TRANSFERS,69. 6.2 - M10,70. 6.2 - M41,71. 6.2 - M62,72. 6.2 - M40 METAL,73. 6.2 - M61 METAL,74. 6.2 - M71,75. 6.2 - M81,76. 6.2 - M82,77. 6.2 - M72,78. 6.2 - M63,79. 6.2 - M66,80. 6.2 - M67,81. 6.2 - M64,82. 6.2 - M65,83. 6.2 - M73,84. 6.2 - M79,85. 6.2 - M90,86. 6.2 - M94,87. 6.2 - M99,88. OFF-SITE RELEASE TOTAL,89. 6.2 - M20,90. 6.2 - M24,91. 6.2 - M26,92. 6.2 - M28,93. 6.2 - M93,94. OFF-SITE RECYCLED TOTAL,95. 6.2 - M56,96. 6.2 - M92,97. OFF-SITE ENERGY RECOVERY T,98. 6.2 - M40 NON-METAL,99. 6.2 - M50,100. 6.2 - M54,101. 6.2 - M61 NON-METAL,102. 6.2 - M69,103. 6.2 - M95,104. OFF-SITE TREATED TOTAL,105. 6.2 - UNCLASSIFIED,106. 6.2 - TOTAL TRANSFER,107. TOTAL RELEASES,108. 8.1 - RELEASES,109. 8.1A - ON-SITE CONTAINED,110. 8.1B - ON-SITE OTHER,111. 8.1C - OFF-SITE CONTAIN,112. 8.1D - OFF-SITE OTHER R,113. 8.2 - ENERGY RECOVER ON,114. 8.3 - ENERGY RECOVER OF,115. 8.4 - RECYCLING ON SITE,116. 8.5 - RECYCLING OFF SIT,117. 8.6 - TREATMENT ON SITE,118. 8.7 - TREATMENT OFF SITE,119. PRODUCTION WSTE (8.1-8.7),120. 8.8 - ONE-TIME RELEASE,121. PROD_RATIO_OR_ ACTIVITY,122. 8.9 - PRODUCTION RATIO
2023,1773WCHMPN356BA,110054861048,CHAMPIONX-HUGHESVILLE,356 BOAK AVE,HUGHESVILLE,LYCOMING,PA,17737,,,41.227120,-76.728960,,NA,,,NA,,NA,NO,4246,Chemical Wholesalers,,,,,,,424690,,,,,,1323222079687,Methanol,NO,0000067561,67-56-1,4283,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,915.900,764.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1680.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1680.200,0.000,0.000,1680.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1680.200,,PRODUCTION,1.260
2023,17931GLBRT50ELE,110020578891,GILBERTON POWER CO,81 ELEANOR AVE,FRACKVILLE,SCHUYLKILL,PA,17931,,,40.790210,-76.199470,,NA,,NA,NA,,NA,NO,2211,Electric Utilities,,,,,,,221112,,,,,,1323223222124,n-Hexane,NO,0000110543,110-54-3,26740,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,
2023,18848MSNTCMASON,110000603810,WOODGRAIN INC.,825 SHINER RD,WYSOX,BRADFORD,PA,18854,,,41.763902,-76.416188,,WOODGRAIN MILLWORK INC,063334122,,NA,,NA,NO,321,Wood Products,,,,,,,321219,,,,,,1323221698917,Propionaldehyde,NO,0000123386,123-38-6,32953,YES,TRI,NO,Non_Metal,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2023,17701LNZNC3500T,110000334291,ARXADA LLC,3500 TRENTON AVE,WILLIAMSPORT,LYCOMING,PA,17701,,,41.230556,-77.080556,,ARXADA LLC,001643170,ARXADA LLC,ARXADA LLC,001643170,ARXADA LLC,NO,325,Chemicals,,,,,,,325199,,,,,,1323222293019,3-Iodo-2-propynyl butylcarbamate,NO,0055406536,55406-53-6,304113,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,76.500,0.000,0.000,0.000,0.000,76.500,0.000,76.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,76.500,76.500,,PRODUCTION,0.630
2023,19525PNFLX15BIN,110030818952,PENFLEX CORP,105 B INDUSTRIAL,GILBERTSVILLE,MONTGOMERY,PA,19525,,,40.329763,-75.620484,,NA,,NA,NA,,NA,NO,332,Fabricated Metals,,,,,,,332999,,,,,,1323223230727,Copper,NO,0007440508,7440-50-8,150086,NO,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6259.000,6259.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6259.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6259.000,0.000,0.000,6259.000,,PRODUCTION,1.000
2023,1511WTHRML5NRTH,110070281222,WABTEC COMPONENTS LLC FORMERLY THERMAL TRANSFER CORP,50 N LINDEN ST,DUQUESNE,ALLEGHENY,PA,15110,,,40.378083,-79.846848,,WABTEC CORP,612626675,WABTEC CORP,NA,,NA,NO,332,Fabricated Metals,,,,,,,332999,423830,,,,,1323222085399,Chromium,NO,0007440473,7440-47-3,150060,YES,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,74.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,74.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,140000.000,140000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,140005.000,79.000,0.000,0.000,74.000,5.000,0.000,0.000,0.000,0.000,140000.000,0.000,0.000,140079.000,,PRODUCTION,0.900
2023,16701WRCSNOWENS,110000583814,WR CASE & SONS CUTLERY CO,50 OWENS WAY,BRADFORD,MCKEAN,PA,16701,,,41.928469,-78.645772,,ZIPPO MANUFACTURING CO,002101301,ZIPPO MANUFACTURING CO,NA,,NA,NO,332,Fabricated Metals,,,,,,,332215,,,,,,1323221755921,Chromium,NO,0007440473,7440-47-3,150060,YES,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.000,0.000,0.000,0.000,0.000,16925.000,16925.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16932.000,7.000,0.000,0.000,0.000,0.000,7.000,0.000,0.000,0.000,16925.000,0.000,0.000,16932.000,,PRODUCTION,1.120
2023,1603WBLSTN44HAR,110045954927,BLUESTONE GAS PLANT,440 HARTMANN ROAD - JACKSON TOWNSHIP,EVANS CITY,BUTLER,PA,16033,,,40.805086,-80.080106,,MARATHON PETROLEUM CORP,968393996,MARATHON PETROLEUM CORP,NA,,NA,NO,211,Natural Gas Processing,,,,,,,211130,,,,,,1323221724242,n-Hexane,NO,0000110543,110-54-3,26740,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,4.000,7864.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7868.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,85535.000,85535.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,85535.000,7868.000,0.000,0.000,7868.000,0.000,0.000,0.000,0.000,0.000,85535.000,41992.000,0.000,135395.000,,PRODUCTION,1.070
2023,16365SPRRT1818P,110000331515,SUPERIOR TIRE & RUBBER CORP.,1818 PENNSYLVANIA AVE W,WARREN,WARREN,PA,16365,,,41.837790,-79.173130,,NA,,NA,NA,,NA,NO,326,Plastics and Rubber,,,,,,,326211,,,,,,1323221594791,Diisocyanates,NO,N120,N120,649715,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,160.000,0.000,0.000,0.000,0.000,160.000,0.000,160.000,5.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,160.000,165.000,,PRODUCTION,1.400
2023,15644GNCRPCHAMB,110000583244,SURTECO N.A. INC. JEANNETTE PA PLANT,1001 CHAMBERS AVE,JEANNETTE,WESTMORELAND,PA,15644,,,40.325200,-79.613080,,SURTECO N.A.,NA,,NA,,NA,NO,326,Plastics and Rubber,,,,,,,326113,,,,,,1323221764309,Antimony compounds,NO,N010,N010,649921,YES,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,2.170,6.830,0.780,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.780,5.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000,0.000,3.380,0.000,0.000,3.380,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.380,14.780,0.000,0.000,9.780,5.000,0.000,0.000,0.000,0.000,3.380,0.000,0.000,18.160,,PRODUCTION,0.590
2023,17402HRLYD1425E,110000333416,HARLEY-DAVIDSON MOTOR CO OPERATIONS INC,1425 EDEN RD,YORK,YORK,PA,17402,,,39.984850,-76.718540,,HARLEY-DAVIDSON MOTOR CO,NA,HARLEY-DAVIDSON MOTOR CO,NA,,NA,NO,336,Transportation Equipment,,,,,,,336991,,,,,,1323221892577,Copper,NO,0007440508,7440-50-8,150086,NO,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.200,0.000,4.200,0.000,27.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,31.200,0.000,7319.000,15.000,0.000,0.000,7334.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7365.200,31.200,0.000,0.000,0.000,3.024,28.176,0.000,0.000,0.000,7334.000,0.000,0.000,7365.200,,PRODUCTION,0.920
2023,16117CLGNCPOBOX,110056132046,NALCO CO,125 NALCO WAY/RT 65,ELLWOOD CITY,BEAVER,PA,16117,,,40.851684,-80.273940,,ECOLAB INC,006154611,ECOLAB INC,NA,,NA,NO,325,Chemicals,,,,,,,325998,,,,,,1323222263891,Ammonia,NO,0007664417,7664-41-7,152389,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000,0.000,70.000,0.000,0.000,75.000,0.000,75.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,75.000,75.000,,PRODUCTION,0.620
2023,16117LLWDCCOMME,110001139241,ELLWOOD CITY FORGE CORP,COMMERCIAL AVE,ELLWOOD CITY,LAWRENCE,PA,16117,,,40.860430,-80.290960,,THE ELLWOOD GROUP INC,004341087,,NA,,NA,NO,332,Fabricated Metals,,,,,,,332999,,,,,,1323222108060,Chromium,NO,0007440473,7440-47-3,150060,YES,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,273.000,0.000,0.000,0.000,0.000,0.000,0.000,273.000,0.000,1035370.000,0.000,0.000,0.000,1035370.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1035643.000,273.000,0.000,0.000,0.000,273.000,0.000,0.000,0.000,0.000,1035370.000,0.000,0.000,1035643.000,,PRODUCTION,0.370
2023,19426NFRMT200WE,110001203689,VIANT COLLEGEVILLE LLC,200 W 7TH AVE,TRAPPE,MONTGOMERY,PA,19426,,,40.194800,-75.484830,,VIANT MEDICAL LLC,048822659,VIANT MEDICAL LLC,NA,,NA,NO,331,Primary Metals,,,,,,,331210,,,,,,1323221943994,Nickel,NO,0007440020,7440-02-0,149674,YES,TRI,YES,Elemental metals,YES,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.700,0.000,2.700,0.000,0.000,221.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,488.000,0.000,0.000,0.000,0.000,266.000,0.000,977.700,0.000,0.000,0.000,0.000,25587.000,25587.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,26564.700,977.700,0.000,0.000,0.000,489.026,488.674,0.000,0.000,0.000,25587.000,0.000,0.000,26564.700,,PRODUCTION,0.700
2023,17013CRLSL1509R,110041202579,CARLISLE SYNTEC A DIV OF CARLISLE CONSTRUCTION MATERIA,1295 RITNER HWY,CARLISLE,CUMBERLAND,PA,17013,,,40.202778,-77.229167,,CARLISLE COS INC,003005766,CARLISLE COS INC,NA,,NA,NO,326,Plastics and Rubber,,,,,,,326299,,,,,,1323222340539,Toluene,NO,0000108883,108-88-3,25452,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,1420.000,4800.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6220.000,0.000,0.000,0.000,38459.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,38459.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3102.000,0.000,0.000,0.000,0.000,3102.000,0.000,41561.000,44679.000,0.000,0.000,6220.000,0.000,38459.000,0.000,0.000,0.000,0.000,0.000,3102.000,47781.000,,PRODUCTION,1.000
2023,16059NPCNCMCFAN,110007757123,VORTEQ VALENCIA LLC,125 MCFANN RD,VALENCIA,BUTLER,PA,16059,,,40.723930,-79.932780,,NA,,VORTEQ COIL FINISHERS LLC,NA,,NA,NO,332,Fabricated Metals,,,,,,,332323,,,,,,1323222249664,n-Butyl alcohol,NO,0000071363,71-36-3,4739,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,1079.000,317.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1396.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,3659.000,0.000,3659.000,0.000,52.000,0.000,0.000,0.000,1355.000,1407.000,0.000,5068.000,1398.000,0.000,0.000,1396.000,0.000,2.000,0.000,3659.000,0.000,0.000,52534.000,1407.000,58998.000,,PRODUCTION,0.800
2023,16701KNDLL77NKE,110000332220,AMERICAN REFINING GROUP INC.,77 N KENDALL AVE,BRADFORD,MCKEAN,PA,16701,,,41.965472,-78.633108,,NA,,NA,NA,,NA,NO,324,Petroleum,,,,,,,324110,,,,,,1323222326225,N-Methyl-2-pyrrolidone,NO,0000872504,872-50-4,72744,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.000,0.000,75.840,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,75.840,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,230.000,0.000,230.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,230.000,305.840,0.000,0.000,75.840,0.000,230.000,0.000,0.000,0.000,0.000,58.030,0.000,363.870,,PRODUCTION,1.030
2023,19344RVNDS584PO,110000337243,R-V INDUSTRIES INC.,584 POPLAR RD,HONEY BROOK,CHESTER,PA,19344,,,40.105140,-75.923860,,NA,,,NA,,NA,NO,332,Fabricated Metals,,,,,,,332313,,,,,,1323221784059,Chromium,NO,0007440473,7440-47-3,150060,YES,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,28391.000,16236.000,0.000,0.000,44627.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,44627.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,44627.000,0.000,0.000,44627.000,,PRODUCTION,1.000
2023,16101LLWDC712MO,110002095321,ELLWOOD MILL PRODUCTS,712 MORAVIA ST,NEW CASTLE,LAWRENCE,PA,16101,,,40.993180,-80.347040,,THE ELLWOOD GROUP INC,004341087,,NA,,NA,NO,332,Fabricated Metals,,,,,,,332999,,,,,,1323222119113,Manganese,NO,0007439965,7439-96-5,149625,YES,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,104612.000,0.000,0.000,0.000,104612.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,104612.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,104612.000,0.000,0.000,104612.000,,PRODUCTION,0.670
2023,17751CRDNCDRAKE,110000584154,CRODA INC,8 CRODA WAY,MILL HALL,CLINTON,PA,17751,,,41.114350,-77.471210,,CRODA INC,001331032,CRODA INC,NA,,NA,NO,325,Chemicals,,,,,,,325620,,,,,,1323221911415,Dimethyl sulfate,NO,0000077781,77-78-1,6684,YES,TRI,NO,Non_Metal,YES,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2023,17406NWSTNRD24X,110000333657,NEW STANDARD CORP,74 COMMERCE WAY,YORK,YORK,PA,17406,,,40.000930,-76.625290,,NA,,NA,NA,,NA,NO,332,Fabricated Metals,,,,,,,332119,,,,,,1323222276154,Chromium,NO,0007440473,7440-47-3,150060,YES,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37500.000,0.000,0.000,0.000,37500.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37500.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37500.000,0.000,0.000,37500.000,,PRODUCTION,1.000
2023,16502KLNPL2020G,110000331828,KLEIN PLATING WORKS INC,2020 GREENGARDEN RD,ERIE,ERIE,PA,16502,,,42.103560,-80.111420,,NA,,NA,NA,,NA,NO,332,Fabricated Metals,,,,,,,332813,,,,,,1323221918131,Nitric acid,NO,0007697372,7697-37-2,152686,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,66.000,605.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,671.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,671.000,0.000,0.000,671.000,0.000,0.000,0.000,0.000,0.000,0.000,33345.000,0.000,34016.000,,PRODUCTION,1.120
2023,19510CNCRPEXCEL,110000584902,CAN CORP OF AMERICA INC,326 JUNE AVE,BLANDON,BERKS,PA,19510,,,40.441430,-75.898430,,THE GIORGI COS INC,079875331,,NA,,,NO,332,Fabricated Metals,,,,,,,332431,,,,,,1323221837139,Xylene (mixed isomers),NO,0001330207,1330-20-7,84970,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,2754.000,1760.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4514.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4951.000,0.000,4951.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4951.000,4514.000,0.000,0.000,4514.000,0.000,0.000,0.000,4951.000,0.000,0.000,0.000,0.000,9465.000,,ACTIVITY,0.910
2023,15907GTRXX119WA,110001144066,GAUTIER STEEL HOLDINGS INC.,80 CLINTON ST,JOHNSTOWN,CAMBRIA,PA,15901,,,40.328407,-78.915580,,GAUTIER STEEL LTD,NA,,NA,,NA,NO,331,Primary Metals,,,,,,,331221,,,,,,1323221570688,Nickel compounds,NO,N495,N495,650036,YES,TRI,YES,Metal complound categories,YES,NO,NO,R,Pounds,0.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17557.600,0.000,0.000,17557.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17557.600,6.000,0.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,17557.600,0.000,0.000,17563.600,,PRODUCTION,1.010
